Date,Open,High,Low,Close,Adj Close,Volume
2021-05-19,123.160004,128.320007,122.860001,126.900002,126.364494,383866900
2021-05-26,126.959999,127.639999,123.940002,124.279999,123.755547,290149700
2021-06-02,124.279999,128.460007,123.129997,126.739998,126.205177,356138800
2021-06-09,127.209999,130.600006,125.940002,129.639999,129.092941,341239500
2021-06-16,130.369995,134.080002,128.460007,133.979996,133.414612,451936900
2021-06-23,133.770004,136.490005,132.809998,136.330002,135.754700,326376300
2021-06-30,136.169998,143.149994,135.759995,142.020004,141.420715,302781600
2021-07-07,143.539993,147.460007,140.669998,145.639999,145.025421,487504700
2021-07-14,148.100006,150.000000,141.669998,146.149994,145.533249,544907100
2021-07-21,145.529999,149.830002,144.630005,146.770004,146.150665,401031800
2021-07-28,144.809998,148.039993,142.539993,147.360001,146.738174,373737900
2021-08-04,147.270004,147.839996,145.300003,145.600006,144.985596,274824600
2021-08-11,146.050003,151.679993,145.529999,150.190002,149.780304,375676800
2021-08-18,149.800003,150.860001,144.500000,149.619995,149.211838,342574100
2021-08-25,149.809998,153.490005,146.830002,151.830002,151.415817,340800700
2021-09-01,152.830002,157.259995,152.339996,156.690002,156.262573,291516200
2021-09-08,156.979996,157.039993,146.910004,148.119995,147.715927,484319700
2021-09-15,148.559998,149.440002,141.270004,143.429993,143.038727,480497100
2021-09-22,144.449997,147.470001,141.690002,141.910004,141.522888,377843400
2021-09-29,142.470001,144.449997,138.270004,141.110001,140.725067,437481400
2021-10-06,139.470001,144.809998,138.369995,141.509995,141.123962,341215100
2021-10-13,141.240005,149.169998,139.199997,148.759995,148.354187,378578200
2021-10-20,148.699997,150.839996,147.619995,149.320007,148.912674,290337200
2021-10-27,149.360001,153.169998,146.410004,150.020004,149.610764,424836300
2021-11-03,150.389999,152.429993,149.820007,150.809998,150.398605,292178800
2021-11-10,150.020004,151.880005,147.479996,151.000000,150.807861,288470100
2021-11-17,151.000000,165.699997,150.990005,161.410004,161.204620,557450100
2021-11-24,160.750000,165.520004,156.360001,165.300003,165.089676,409219700
2021-12-01,167.479996,171.580002,157.800003,171.179993,170.962173,634717200
2021-12-08,172.130005,182.130005,170.699997,174.330002,174.108185,633942700
2021-12-15,175.110001,181.139999,167.460007,172.990005,172.769882,675366800
2021-12-22,173.039993,181.330002,172.149994,179.289993,179.061859,314555800
2021-12-29,179.330002,182.940002,177.259995,179.699997,179.471344,389982500
2022-01-05,179.610001,180.169998,168.169998,175.080002,174.857224,461054600
2022-01-12,176.119995,177.179993,169.410004,169.800003,169.583939,330708500
2022-01-19,170.000000,171.080002,154.699997,159.779999,159.576691,587177400
2022-01-26,163.500000,175.000000,157.820007,174.610001,174.387817,611921100
2022-02-02,174.750000,176.240005,170.679993,174.830002,174.607544,408878200
2022-02-09,176.050003,176.649994,166.559998,172.789993,172.789993,409534500
2022-02-16,171.850006,173.339996,162.149994,164.320007,164.320007,304702200
2022-02-23,165.539993,166.600006,152.000000,163.199997,163.199997,501661900
2022-03-02,164.389999,168.910004,155.800003,157.440002,157.440002,467707500
2022-03-09,161.479996,163.410004,150.100006,155.089996,155.089996,495463400
2022-03-16,157.050003,169.419998,154.460007,168.820007,168.820007,478770700
2022-03-23,167.990005,179.009995,167.649994,178.960007,178.960007,459701600
2022-03-30,178.550003,179.610001,174.399994,174.610001,174.610001,195682500
